Perturbation_1	Perturbation_2	#overlap	#sample	#True	#Backgroud	#twoPert	#pert1	#pert2	p-value
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	BRD-K80700417_SGI-1776_HCC515_24_h_10_um	6	169	21	8706	BMI1; PROM1; TWIST1; EZH2; KLF4; NES	BMI1; PROM1; TWIST1	EZH2; KLF4; NES	8.48349E-08
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	BRD-K81651477_Parthenolide_HCT116_6.0_h_20.0_um	5	174	21	8706	BMI1; PROM1; TWIST1; EPAS1; MYC	BMI1; PROM1; TWIST1	EPAS1; MYC; PROM1	2.47328E-06
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	BRD-K81651477_Parthenolide_SW948_6.0_h_20.0_um	5	171	21	8706	BMI1; PROM1; TWIST1; LGR5; MYC	BMI1; PROM1; TWIST1	LGR5; MYC; PROM1	2.23477E-06
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	BRD-K82216340_medroxyprogesterone 17-acetate_VCAP_24.0_h_10.0_um	5	179	21	8706	BMI1; PROM1; TWIST1; EZH2; MYC	BMI1; PROM1; TWIST1	EZH2; MYC; PROM1	2.91685E-06
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	BRD-K87737963_CYT387_MDAMB231_3_h_10_um	5	132	21	8706	BMI1; PROM1; TWIST1; KLF4; MYC	BMI1; PROM1; TWIST1	KLF4; MYC; PROM1	4.88045E-07
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	BRD-K88560311_AG-014699 (PF-01367338)_HT115_6.0_h_10.0_um	4	153	21	8706	BMI1; PROM1; TWIST1; LGR5	BMI1; PROM1; TWIST1	BMI1; LGR5; PROM1	2.54552E-05
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	BRD-K88573743_A443654_MCF10A_24_h_0.37_um	6	175	21	8706	BMI1; PROM1; TWIST1; CD44; KLF4; LGR5	BMI1; PROM1; TWIST1	CD44; KLF4; LGR5	1.07848E-07
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	BRD-K92093830_doxorubicin_HA1E_6.0_h_10.0_um	6	214	21	8706	BMI1; PROM1; TWIST1; EPAS1; KLF4; MYC	BMI1; PROM1; TWIST1	EPAS1; KLF4; MYC; PROM1	4.26513E-07
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	BRD-K92428232_GSK-461364_HCC515_24_h_10_um	6	183	21	8706	BMI1; PROM1; TWIST1; EZH2; KLF4; MYC	BMI1; PROM1; TWIST1	EZH2; KLF4; MYC	1.4658E-07
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	BRD-K93725829_ERK inhibitor 11e_HCT116_6.0_h_0.5_um	6	160	21	8706	BMI1; PROM1; TWIST1; CD34; KLF4; MYC	BMI1; PROM1; TWIST1	CD34; KLF4; MYC; PROM1	5.81656E-08
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	BRD-K94176593_TWS119_HCC515_24.0_h_10.0_um	6	230	21	8706	BMI1; PROM1; TWIST1; EZH2; KLF4; MYC	BMI1; PROM1; TWIST1	EZH2; KLF4; MYC	6.95336E-07
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	BRD-K98548675_Parthenolide_AGS_6.0_h_10.0_um	6	162	21	8706	BMI1; PROM1; TWIST1; CD44; LGR5; NES	BMI1; PROM1; TWIST1	CD44; LGR5; NES	6.33747E-08
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	BRD-K98548675_Parthenolide_LOVO_6.0_h_10.0_um	5	165	21	8706	BMI1; PROM1; TWIST1; MYC; NES	BMI1; PROM1; TWIST1	MYC; NES; PROM1	1.81401E-06
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	BRD-K99964838_bosutinib_HCC515_24_h_10_um	7	140	21	8706	BMI1; PROM1; TWIST1; ABCG2; KLF4; MYC; NES	BMI1; PROM1; TWIST1	ABCG2; KLF4; MYC; NES	6.24189E-10
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	BRD-U51024685_HG-6-64-01_HT29_24_h_3.33_um	6	183	21	8706	BMI1; PROM1; TWIST1; EZH2; MYC; NES	BMI1; PROM1; TWIST1	EZH2; MYC; NES	1.4658E-07
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	BRD-U60236422_WH-4-025_HCC515_24_h_3.33_um	5	188	21	8706	BMI1; PROM1; TWIST1; CD44; EZH2	BMI1; PROM1; TWIST1	CD44; EZH2; PROM1	3.87855E-06
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	5	117	21	8706	CD44; PROM1; TWIST1; LGR5; MYC	CD44; PROM1; TWIST1	CD44; LGR5; MYC	2.3841E-07
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	4	208	21	8706	CD44; PROM1; TWIST1; NOTCH1	CD44; PROM1; TWIST1	CD44; NOTCH1; PROM1	0.000110484
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K54233340_Dorsomorphin dihydrochloride_PC3_6.0_h_10.0_um	4	178	21	8706	CD44; PROM1; TWIST1; KLF4	CD44; PROM1; TWIST1	CD44; KLF4; PROM1	5.26852E-05
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K55187425_ON-01910_HEPG2_24_h_10_um	6	131	21	8706	CD44; PROM1; TWIST1; ABCG2; CD34; LGR5	CD44; PROM1; TWIST1	ABCG2; CD34; LGR5	1.45097E-08
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K60038276_irbesartan_MCF7_24.0_h_10.0_um	4	108	21	8706	CD44; PROM1; TWIST1; MYC	CD44; PROM1; TWIST1	CD44; MYC; PROM1	4.65045E-06
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K67844266_MLN4924_SW948_6.0_h_11.1_um	5	109	21	8706	CD44; PROM1; TWIST1; LGR5; MYC	CD44; PROM1; TWIST1	LGR5; MYC; PROM1	1.56214E-07
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K68336408_Tyrphostin AG 1478_HCC515_24.0_h_56.78_um	5	220	21	8706	CD44; PROM1; TWIST1; EZH2; MYC	CD44; PROM1; TWIST1	CD44; EZH2; MYC	9.60633E-06
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K68336408_Tyrphostin AG 1478_HT29_24.0_h_56.78_um	6	327	21	8706	CD44; PROM1; TWIST1; EZH2; LGR5; MYC	CD44; PROM1; TWIST1	CD44; EZH2; LGR5; MYC	7.2985E-06
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K68336408_Tyrphostin AG 1478_NCIH1836_6.0_h_56.78_um	6	104	21	8706	CD44; PROM1; TWIST1; ABCG2; NES; SOX2	CD44; PROM1; TWIST1	ABCG2; NES; PROM1; SOX2	2.87001E-09
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K68336408_Tyrphostin AG 1478_U937_6.0_h_56.78_um	6	143	21	8706	CD44; PROM1; TWIST1; KLF4; LGR5; MYC	CD44; PROM1; TWIST1	KLF4; LGR5; MYC; PROM1	2.67132E-08
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K69650333_idarubicin hcl_A549_24.0_h_10.0_um	5	118	21	8706	CD44; PROM1; TWIST1; EZH2; MYC	CD44; PROM1; TWIST1	EZH2; MYC; PROM1	2.50808E-07
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K70578146_dactinomycin_VCAP_6.0_h_10.0_um	5	117	21	8706	CD44; PROM1; TWIST1; EZH2; MYC	CD44; PROM1; TWIST1	EZH2; MYC; PROM1	2.3841E-07
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K73395020_ARP 101_HCC515_24.0_h_10.0_um	6	353	21	8706	CD44; PROM1; TWIST1; BMI1; EZH2; MYC	CD44; PROM1; TWIST1	BMI1; EZH2; MYC	1.20661E-05
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K76401790_JNK-IN-5A_HCC515_24_h_1.11_um	4	85	21	8706	CD44; PROM1; TWIST1; MYC	CD44; PROM1; TWIST1	CD44; MYC; PROM1	1.41784E-06
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K76694128_DCC-2036_HEPG2_24_h_3.33_um	4	121	21	8706	CD44; PROM1; TWIST1; LGR5	CD44; PROM1; TWIST1	CD44; LGR5; PROM1	8.1289E-06
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K79222491_2-morpholino-9-(thiophen-3-yl)-N-((5-(trifluoromethyl)-1H-benzo[d]imidazol-2-yl)methyl)-9H-purin-6-amine_HA1E_6.0_h_10.0_um	5	265	21	8706	CD44; PROM1; TWIST1; KDM5B; MYC	CD44; PROM1; TWIST1	KDM5B; MYC; PROM1	2.77478E-05
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K79239947_PF 573228_HCC515_24_h_10_um	5	120	21	8706	CD44; PROM1; TWIST1; EZH2; NES	CD44; PROM1; TWIST1	EZH2; NES; PROM1	2.77199E-07
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K79239947_PF 573228_PC3_24_h_10_um	5	85	21	8706	CD44; PROM1; TWIST1; EZH2; MYC	CD44; PROM1; TWIST1	EZH2; MYC; PROM1	3.49651E-08
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K80700417_SGI-1776_HCC515_24_h_10_um	6	136	21	8706	CD44; PROM1; TWIST1; EZH2; KLF4; NES	CD44; PROM1; TWIST1	EZH2; KLF4; NES	1.88403E-08
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K81651477_Parthenolide_HCT116_6.0_h_20.0_um	5	140	21	8706	CD44; PROM1; TWIST1; EPAS1; MYC	CD44; PROM1; TWIST1	EPAS1; MYC; PROM1	6.91033E-07
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K81651477_Parthenolide_SW948_6.0_h_20.0_um	5	142	21	8706	CD44; PROM1; TWIST1; LGR5; MYC	CD44; PROM1; TWIST1	LGR5; MYC; PROM1	7.5134E-07
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K82216340_medroxyprogesterone 17-acetate_VCAP_24.0_h_10.0_um	5	147	21	8706	CD44; PROM1; TWIST1; EZH2; MYC	CD44; PROM1; TWIST1	EZH2; MYC; PROM1	9.21233E-07
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K87737963_CYT387_MDAMB231_3_h_10_um	5	100	21	8706	CD44; PROM1; TWIST1; KLF4; MYC	CD44; PROM1; TWIST1	KLF4; MYC; PROM1	9.31977E-08
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K88560311_AG-014699 (PF-01367338)_HT115_6.0_h_10.0_um	5	124	21	8706	CD44; PROM1; TWIST1; BMI1; LGR5	CD44; PROM1; TWIST1	BMI1; LGR5; PROM1	3.3686E-07
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K88573743_A443654_MCF10A_24_h_0.37_um	5	140	21	8706	CD44; PROM1; TWIST1; KLF4; LGR5	CD44; PROM1; TWIST1	CD44; KLF4; LGR5	6.91033E-07
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K92093830_doxorubicin_HA1E_6.0_h_10.0_um	6	181	21	8706	CD44; PROM1; TWIST1; EPAS1; KLF4; MYC	CD44; PROM1; TWIST1	EPAS1; KLF4; MYC; PROM1	1.35939E-07
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K92428232_GSK-461364_HCC515_24_h_10_um	6	148	21	8706	CD44; PROM1; TWIST1; EZH2; KLF4; MYC	CD44; PROM1; TWIST1	EZH2; KLF4; MYC	3.39104E-08
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K93725829_ERK inhibitor 11e_HCT116_6.0_h_0.5_um	6	126	21	8706	CD44; PROM1; TWIST1; CD34; KLF4; MYC	CD44; PROM1; TWIST1	CD34; KLF4; MYC; PROM1	1.10556E-08
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K94176593_TWS119_HCC515_24.0_h_10.0_um	6	202	21	8706	CD44; PROM1; TWIST1; EZH2; KLF4; MYC	CD44; PROM1; TWIST1	EZH2; KLF4; MYC	2.87986E-07
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K98548675_Parthenolide_AGS_6.0_h_10.0_um	5	133	21	8706	CD44; PROM1; TWIST1; LGR5; NES	CD44; PROM1; TWIST1	CD44; LGR5; NES	5.1034E-07
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K98548675_Parthenolide_LOVO_6.0_h_10.0_um	5	133	21	8706	CD44; PROM1; TWIST1; MYC; NES	CD44; PROM1; TWIST1	MYC; NES; PROM1	5.1034E-07
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-K99964838_bosutinib_HCC515_24_h_10_um	7	109	21	8706	CD44; PROM1; TWIST1; ABCG2; KLF4; MYC; NES	CD44; PROM1; TWIST1	ABCG2; KLF4; MYC; NES	8.27988E-11
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-U51024685_HG-6-64-01_HT29_24_h_3.33_um	6	147	21	8706	CD44; PROM1; TWIST1; EZH2; MYC; NES	CD44; PROM1; TWIST1	EZH2; MYC; NES	3.23526E-08
BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	BRD-U60236422_WH-4-025_HCC515_24_h_3.33_um	4	151	21	8706	CD44; PROM1; TWIST1; EZH2	CD44; PROM1; TWIST1	CD44; EZH2; PROM1	2.38871E-05
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	5	247	21	8706	CD44; LGR5; MYC; NOTCH1; PROM1	CD44; LGR5; MYC	CD44; NOTCH1; PROM1	1.86156E-05
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K54233340_Dorsomorphin dihydrochloride_PC3_6.0_h_10.0_um	5	219	21	8706	CD44; LGR5; MYC; KLF4; PROM1	CD44; LGR5; MYC	CD44; KLF4; PROM1	9.35837E-06
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K55187425_ON-01910_HEPG2_24_h_10_um	5	170	21	8706	CD44; LGR5; MYC; ABCG2; CD34	CD44; LGR5; MYC	ABCG2; CD34; LGR5	2.15958E-06
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K60038276_irbesartan_MCF7_24.0_h_10.0_um	4	149	21	8706	CD44; LGR5; MYC; PROM1	CD44; LGR5; MYC	CD44; MYC; PROM1	2.23954E-05
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K67844266_MLN4924_SW948_6.0_h_11.1_um	4	147	21	8706	CD44; LGR5; MYC; PROM1	CD44; LGR5; MYC	LGR5; MYC; PROM1	2.09774E-05
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K68336408_Tyrphostin AG 1478_HCC515_24.0_h_56.78_um	4	261	21	8706	CD44; LGR5; MYC; EZH2	CD44; LGR5; MYC	CD44; EZH2; MYC	0.000319711
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K68336408_Tyrphostin AG 1478_HT29_24.0_h_56.78_um	4	353	21	8706	CD44; LGR5; MYC; EZH2	CD44; LGR5; MYC	CD44; EZH2; LGR5; MYC	0.00126642
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K68336408_Tyrphostin AG 1478_NCIH1836_6.0_h_56.78_um	7	149	21	8706	CD44; LGR5; MYC; ABCG2; NES; PROM1; SOX2	CD44; LGR5; MYC	ABCG2; NES; PROM1; SOX2	1.02792E-09
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K68336408_Tyrphostin AG 1478_U937_6.0_h_56.78_um	5	184	21	8706	CD44; LGR5; MYC; KLF4; PROM1	CD44; LGR5; MYC	KLF4; LGR5; MYC; PROM1	3.42344E-06
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K69650333_idarubicin hcl_A549_24.0_h_10.0_um	5	157	21	8706	CD44; LGR5; MYC; EZH2; PROM1	CD44; LGR5; MYC	EZH2; MYC; PROM1	1.35603E-06
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K70578146_dactinomycin_VCAP_6.0_h_10.0_um	5	157	21	8706	CD44; LGR5; MYC; EZH2; PROM1	CD44; LGR5; MYC	EZH2; MYC; PROM1	1.35603E-06
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K73395020_ARP 101_HCC515_24.0_h_10.0_um	5	381	21	8706	CD44; LGR5; MYC; BMI1; EZH2	CD44; LGR5; MYC	BMI1; EZH2; MYC	0.00020929
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K76401790_JNK-IN-5A_HCC515_24_h_1.11_um	4	122	21	8706	CD44; LGR5; MYC; PROM1	CD44; LGR5; MYC	CD44; MYC; PROM1	8.46322E-06
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K76694128_DCC-2036_HEPG2_24_h_3.33_um	4	152	21	8706	CD44; LGR5; MYC; PROM1	CD44; LGR5; MYC	CD44; LGR5; PROM1	2.46615E-05
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K79222491_2-morpholino-9-(thiophen-3-yl)-N-((5-(trifluoromethyl)-1H-benzo[d]imidazol-2-yl)methyl)-9H-purin-6-amine_HA1E_6.0_h_10.0_um	5	305	21	8706	CD44; LGR5; MYC; KDM5B; PROM1	CD44; LGR5; MYC	KDM5B; MYC; PROM1	6.11834E-05
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K79239947_PF 573228_HCC515_24_h_10_um	6	160	21	8706	CD44; LGR5; MYC; EZH2; NES; PROM1	CD44; LGR5; MYC	EZH2; NES; PROM1	5.81656E-08
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K79239947_PF 573228_PC3_24_h_10_um	5	125	21	8706	CD44; LGR5; MYC; EZH2; PROM1	CD44; LGR5; MYC	EZH2; MYC; PROM1	3.53318E-07
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K80700417_SGI-1776_HCC515_24_h_10_um	6	176	21	8706	CD44; LGR5; MYC; EZH2; KLF4; NES	CD44; LGR5; MYC	EZH2; KLF4; NES	1.12155E-07
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K81651477_Parthenolide_HCT116_6.0_h_20.0_um	5	175	21	8706	CD44; LGR5; MYC; EPAS1; PROM1	CD44; LGR5; MYC	EPAS1; MYC; PROM1	2.55726E-06
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K81651477_Parthenolide_SW948_6.0_h_20.0_um	4	178	21	8706	CD44; LGR5; MYC; PROM1	CD44; LGR5; MYC	LGR5; MYC; PROM1	5.26852E-05
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K82216340_medroxyprogesterone 17-acetate_VCAP_24.0_h_10.0_um	5	182	21	8706	CD44; LGR5; MYC; EZH2; PROM1	CD44; LGR5; MYC	EZH2; MYC; PROM1	3.21282E-06
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K87737963_CYT387_MDAMB231_3_h_10_um	5	140	21	8706	CD44; LGR5; MYC; KLF4; PROM1	CD44; LGR5; MYC	KLF4; MYC; PROM1	6.91033E-07
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K88560311_AG-014699 (PF-01367338)_HT115_6.0_h_10.0_um	5	164	21	8706	CD44; LGR5; MYC; BMI1; PROM1	CD44; LGR5; MYC	BMI1; LGR5; PROM1	1.75066E-06
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K88573743_A443654_MCF10A_24_h_0.37_um	4	178	21	8706	CD44; LGR5; MYC; KLF4	CD44; LGR5; MYC	CD44; KLF4; LGR5	5.26852E-05
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K92093830_doxorubicin_HA1E_6.0_h_10.0_um	6	220	21	8706	CD44; LGR5; MYC; EPAS1; KLF4; PROM1	CD44; LGR5; MYC	EPAS1; KLF4; MYC; PROM1	5.14573E-07
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K92428232_GSK-461364_HCC515_24_h_10_um	5	185	21	8706	CD44; LGR5; MYC; EZH2; KLF4	CD44; LGR5; MYC	EZH2; KLF4; MYC	3.53289E-06
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K93725829_ERK inhibitor 11e_HCT116_6.0_h_0.5_um	6	165	21	8706	CD44; LGR5; MYC; CD34; KLF4; PROM1	CD44; LGR5; MYC	CD34; KLF4; MYC; PROM1	7.19269E-08
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K94176593_TWS119_HCC515_24.0_h_10.0_um	5	236	21	8706	CD44; LGR5; MYC; EZH2; KLF4	CD44; LGR5; MYC	EZH2; KLF4; MYC	1.43582E-05
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K98548675_Parthenolide_AGS_6.0_h_10.0_um	4	165	21	8706	CD44; LGR5; MYC; NES	CD44; LGR5; MYC	CD44; LGR5; NES	3.66257E-05
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K98548675_Parthenolide_LOVO_6.0_h_10.0_um	5	171	21	8706	CD44; LGR5; MYC; NES; PROM1	CD44; LGR5; MYC	MYC; NES; PROM1	2.23477E-06
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-K99964838_bosutinib_HCC515_24_h_10_um	6	146	21	8706	CD44; LGR5; MYC; ABCG2; KLF4; NES	CD44; LGR5; MYC	ABCG2; KLF4; MYC; NES	3.08559E-08
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-U51024685_HG-6-64-01_HT29_24_h_3.33_um	5	185	21	8706	CD44; LGR5; MYC; EZH2; NES	CD44; LGR5; MYC	EZH2; MYC; NES	3.53289E-06
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	BRD-U60236422_WH-4-025_HCC515_24_h_3.33_um	5	193	21	8706	CD44; LGR5; MYC; EZH2; PROM1	CD44; LGR5; MYC	CD44; EZH2; PROM1	4.51574E-06
BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	BRD-K54233340_Dorsomorphin dihydrochloride_PC3_6.0_h_10.0_um	4	274	21	8706	CD44; NOTCH1; PROM1; KLF4	CD44; NOTCH1; PROM1	CD44; KLF4; PROM1	0.000400249
BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	BRD-K55187425_ON-01910_HEPG2_24_h_10_um	6	260	21	8706	CD44; NOTCH1; PROM1; ABCG2; CD34; LGR5	CD44; NOTCH1; PROM1	ABCG2; CD34; LGR5	1.58804E-06
BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	BRD-K60038276_irbesartan_MCF7_24.0_h_10.0_um	4	240	21	8706	CD44; NOTCH1; PROM1; MYC	CD44; NOTCH1; PROM1	CD44; MYC; PROM1	0.000216423
BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	BRD-K67844266_MLN4924_SW948_6.0_h_11.1_um	5	242	21	8706	CD44; NOTCH1; PROM1; LGR5; MYC	CD44; NOTCH1; PROM1	LGR5; MYC; PROM1	1.65691E-05
BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	BRD-K68336408_Tyrphostin AG 1478_HCC515_24.0_h_56.78_um	5	341	21	8706	CD44; NOTCH1; PROM1; EZH2; MYC	CD44; NOTCH1; PROM1	CD44; EZH2; MYC	0.000113767
BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	BRD-K68336408_Tyrphostin AG 1478_HT29_24.0_h_56.78_um	6	437	21	8706	CD44; NOTCH1; PROM1; EZH2; LGR5; MYC	CD44; NOTCH1; PROM1	CD44; EZH2; LGR5; MYC	4.81423E-05
BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	BRD-K68336408_Tyrphostin AG 1478_NCIH1836_6.0_h_56.78_um	6	235	21	8706	CD44; NOTCH1; PROM1; ABCG2; NES; SOX2	CD44; NOTCH1; PROM1	ABCG2; NES; PROM1; SOX2	8.04117E-07
BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	BRD-K68336408_Tyrphostin AG 1478_U937_6.0_h_56.78_um	6	257	21	8706	CD44; NOTCH1; PROM1; KLF4; LGR5; MYC	CD44; NOTCH1; PROM1	KLF4; LGR5; MYC; PROM1	1.46905E-06
BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	BRD-K69650333_idarubicin hcl_A549_24.0_h_10.0_um	5	238	21	8706	CD44; NOTCH1; PROM1; EZH2; MYC	CD44; NOTCH1; PROM1	EZH2; MYC; PROM1	1.50668E-05
BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	BRD-K70578146_dactinomycin_VCAP_6.0_h_10.0_um	5	240	21	8706	CD44; NOTCH1; PROM1; EZH2; MYC	CD44; NOTCH1; PROM1	EZH2; MYC; PROM1	1.58035E-05
BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	BRD-K73395020_ARP 101_HCC515_24.0_h_10.0_um	6	458	21	8706	CD44; NOTCH1; PROM1; BMI1; EZH2; MYC	CD44; NOTCH1; PROM1	BMI1; EZH2; MYC	6.49943E-05
BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	BRD-K76401790_JNK-IN-5A_HCC515_24_h_1.11_um	4	216	21	8706	CD44; NOTCH1; PROM1; MYC	CD44; NOTCH1; PROM1	CD44; MYC; PROM1	0.000132023
BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	BRD-K76694128_DCC-2036_HEPG2_24_h_3.33_um	4	248	21	8706	CD44; NOTCH1; PROM1; LGR5	CD44; NOTCH1; PROM1	CD44; LGR5; PROM1	0.000252175
BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	BRD-K79222491_2-morpholino-9-(thiophen-3-yl)-N-((5-(trifluoromethyl)-1H-benzo[d]imidazol-2-yl)methyl)-9H-purin-6-amine_HA1E_6.0_h_10.0_um	5	372	21	8706	CD44; NOTCH1; PROM1; KDM5B; MYC	CD44; NOTCH1; PROM1	KDM5B; MYC; PROM1	0.000183639
BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	BRD-K79239947_PF 573228_HCC515_24_h_10_um	5	251	21	8706	CD44; NOTCH1; PROM1; EZH2; NES	CD44; NOTCH1; PROM1	EZH2; NES; PROM1	2.03964E-05
